GEOID,sovi,rank
g08049,-5.381648062483192,3047.0
g08051,-5.753819315532716,3068.0
g08053,3.2702869454223906,290.0
g08055,6.33764335005276,70.0
g08057,-1.170880509359989,2182.0
g08059,-3.9675068816493027,2930.0
g08061,0.7540718943403717,1163.0
g08063,-1.7762084671656666,2418.0
g08065,-2.5842370268382515,2651.0
g08067,-3.6867193289760642,2887.0
g08069,-3.779832610240514,2902.0
g08071,1.915656323694712,626.0
g08073,-0.07070282811449813,1619.0
g08075,-1.833188984874163,2437.0
g08077,-1.7695420670745712,2416.0
g08079,1.719063769090856,708.0
g08081,-3.3285058261331315,2827.0
g08083,0.47283580936419267,1328.0
g08085,0.18157838890885614,1474.0
g08087,1.394753045065903,857.0
g08089,5.417637446731268,108.0
g08091,-2.2209164507463965,2554.0
g08093,-5.909226329631023,3078.0
g08095,3.3152969063277054,283.0
g08097,-6.493325281126333,3103.0
g08099,2.855641386918537,355.0
g08101,3.3524950202066766,277.0
g08103,-2.522766745246657,2629.0
g08105,3.8435897646299386,217.0
g08107,-6.974183375582333,3113.0
g08109,1.3819416910426603,860.0
g08111,-5.828376873589853,3074.0
g08113,-7.092837091322299,3116.0
g08115,4.254722849405706,166.0
g08117,-6.147925588032681,3091.0
g08119,-2.8933999777944877,2730.0
g08121,-1.6024707765664234,2358.0
g08123,-2.636319728384504,2666.0
g08125,0.02884854717023666,1565.0
g09001,-4.068935814824606,2944.0
g09003,-0.14968190407089632,1665.0
g09005,-2.8442548911025987,2720.0
g09007,-3.664560561572709,2882.0
g09009,0.03653769904124027,1562.0
g09011,-1.4094593679855012,2285.0
g09013,-5.637123608202664,3061.0
g09015,-0.5010801856776363,1867.0
g10001,-0.6763455291586384,1951.0
g10003,-2.2997195912289214,2571.0
g10005,1.824979506564352,660.0
g11001,0.1897715741709467,1470.0
g12001,-1.5751378488615746,2348.0
g12003,-2.8123985605756117,2710.0
g12005,-0.37981574149158404,1801.0
g12007,-1.6153042167562113,2364.0
g12009,0.4793458722019429,1322.0
g12011,0.851308850251965,1112.0
g12013,2.2678571854631433,500.0
g12015,5.434099518588006,106.0
g12017,5.592642913483205,98.0
g12019,-3.220928515576945,2804.0
g12021,3.98012191538837,196.0
g12023,-0.8245202453638556,2026.0
g12027,1.7053110658511241,719.0
g12029,0.4862085684864317,1316.0
g12031,-1.0337888689897436,2111.0
g12033,0.5686242338615952,1263.0
g12035,3.1555796358057226,310.0
g12037,0.6608735512264579,1215.0
g12039,1.724650012332378,706.0
g12041,-2.029706416488736,2498.0
g12043,4.352484262047465,155.0
g12045,-1.025981063819323,2108.0
g12047,-2.1452385677031653,2534.0
g12049,2.055288218696504,570.0
g12051,2.5984175508047485,418.0
g12053,3.367245948244989,272.0
g12055,6.572563094379989,65.0
g12057,-0.27330429765521136,1742.0
g12059,-0.7362490344065966,1986.0
g12061,3.83928231137582,219.0
g12063,0.1897831594073781,1469.0
g12065,-0.6227428404353603,1931.0
g12067,-2.4096208921899844,2602.0
g12069,2.2165378375733575,518.0
g12071,3.502152045061915,257.0
g12073,-2.4321040193610615,2606.0
g12075,1.706832621118703,717.0
g12077,-6.1165237434256445,3089.0
g12079,-0.040331249300937344,1598.0
g12081,2.3995046384538137,457.0
g12083,4.053030903262755,185.0
g12085,1.8532438823635302,648.0
g12086,6.245311180754669,73.0
g12087,-1.5695726493217148,2346.0
g12089,-2.434588341354731,2607.0
g12091,-1.413007224054177,2288.0
g12093,2.495215594656829,438.0
g12095,-0.11057682799979485,1643.0
g12097,3.779628723752001,224.0
g12099,2.2559801003459246,506.0
g12101,1.093972669654455,991.0
g12103,1.9967842710473174,590.0
g12105,1.7794161162606201,686.0
g12107,1.9751026391057593,599.0
g12109,-3.4292791106889693,2846.0
g12111,3.0416664704396075,323.0
g12113,-3.7919897699926635,2906.0
g12115,4.654007763574763,140.0
g12117,-2.2807613451795357,2566.0
g12119,6.528755574252169,67.0
g12121,0.43514095314521617,1348.0
g12123,-0.6981505595923738,1965.0
g12125,-4.053622239873068,2941.0
g12127,2.398674943625558,458.0
g12129,-5.184403112241655,3034.0
g12131,-0.0977292645995167,1632.0
g12133,-0.5571290690713628,1897.0
g13001,-2.5470877043885376,2639.0
g13003,0.03663663938357864,1561.0
g13005,-0.6270416597846391,1932.0
g13007,4.215315580258448,169.0
g13009,1.5268774276103207,801.0
g13011,-4.348244128665495,2964.0
g13013,-3.328722343283704,2828.0
g13015,-2.274778035524492,2564.0
g13017,3.247670979775888,297.0
g13019,-1.0422522944005979,2120.0
g13021,2.089665956321945,555.0
g13023,0.8057749914844794,1135.0
g13025,-1.774676993398038,2417.0
g13027,0.8960075111684666,1079.0
g13029,-4.447278220953004,2975.0
g13031,-2.0688438032439054,2513.0
g13033,2.264142122966771,503.0
g13035,-3.12450883051984,2785.0
g13037,-0.10556585958927434,1638.0
g13039,-3.1188970675948187,2783.0
g13043,1.808674015025364,673.0
g13045,-2.0818946042094435,2515.0
g13047,-1.513812971485989,2329.0
g13049,-2.9122783860539867,2735.0
g13051,-0.24193860493921582,1719.0
g13053,-7.930372270791182,3127.0
g13055,-1.122955234696692,2162.0
g13057,-5.069211853463921,3024.0
g13059,0.552354072877477,1277.0
g13061,7.766119001557028,44.0
g13063,0.6690799324333057,1209.0
g13065,3.299565469591884,287.0
g13067,-4.289177194173898,2959.0
g13069,-1.7672144915623658,2414.0
g13071,0.6068077611923155,1238.0
g13073,-5.128246380348327,3029.0
g13075,-0.29543071436807566,1752.0
g13077,-4.04950036145641,2938.0
g13079,-2.508820593609003,2627.0
g13081,2.8200106057197036,368.0
g13083,-2.0828798034259313,2516.0
g13085,-3.3826706319178963,2839.0
g13087,2.2043716432002873,522.0
g13089,-1.4258661889911988,2296.0
g13091,-1.507080223863647,2326.0
g13093,-1.5653673794975396,2343.0
g13095,3.255723422260178,296.0
g13097,-3.59468169700873,2868.0
g13099,2.8419620112676394,361.0
g13101,1.9074431549898154,629.0
g13103,-5.422281265534963,3051.0
g13105,2.833388666243314,366.0
g13107,1.4175232714331671,841.0
g13109,-0.501036606513745,1866.0
g13111,1.866496947208098,641.0
g13113,-5.839628231542773,3076.0
g13115,1.1676193801233763,952.0
g13117,-6.9834236113766615,3114.0
g13119,-0.047321950683853586,1604.0
g13121,-3.8395714696225487,2914.0
g13123,0.18659969845271474,1473.0
g13125,-0.5266421389304439,1883.0
g13127,1.3242361612323774,886.0
g13129,-1.1910368734759138,2197.0
g13131,-0.21279599087926826,1700.0
g13133,1.9875659669782646,593.0
g13135,-3.6091665982330268,2872.0
g13137,0.05414010760614141,1552.0
g13139,-1.173936761700371,2186.0
g13141,3.3600742299442623,276.0
g13143,-0.5934547346579839,1913.0
g13145,-5.927303990931783,3080.0
g13147,1.0438102708625192,1013.0
g13149,-1.6119494518577082,2359.0
g13151,-3.7352748053251696,2894.0
g13153,-2.5584812212358603,2643.0
g13155,-0.8898831734728532,2059.0
g13157,-3.3263427260624643,2826.0
g13159,-1.5617842378542144,2342.0
g13161,-1.930622572507863,2468.0
g13163,2.872825144517188,353.0
g13165,2.724282780248532,391.0
g13167,-1.9059409383508386,2461.0
g13169,-2.5734163484690624,2645.0
g13171,-0.7583182165797964,1996.0
g13173,0.30686845132305873,1417.0
g13175,1.0995516341639506,986.0
g13177,-6.269578384917837,3097.0
g13179,-2.49027768112264,2624.0
g13181,2.729499372243242,390.0
g13183,-0.6711032997168704,1947.0
g13185,-0.8185484083081693,2022.0
g13187,-2.196876232510549,2549.0
g13189,0.5839430851049755,1251.0
g13191,1.9186111360256741,624.0
g13193,-0.5541416643000088,1896.0
g13195,-1.2886304548113068,2249.0
g13197,0.08917451770369089,1531.0
g13199,0.8803259544278788,1092.0
g13201,1.3586627529846649,869.0
g13205,-0.09706031571029339,1630.0
g13207,-2.728675135894674,2691.0
g13209,-2.575130980752189,2646.0
g13211,-1.068385205378469,2134.0
g13213,-2.1579807097265418,2538.0
g13215,1.542451283868097,793.0
g13217,-1.6641428552865893,2381.0
g13219,-5.4622153857964175,3054.0
g13221,-3.3304805666678687,2829.0
g13223,-4.5935875184412716,2989.0
g13225,-1.288006410266966,2247.0
g13227,-2.45199981138078,2611.0
g13229,-0.16538172256732464,1676.0
g13231,-3.398814620933733,2842.0
g13233,0.565277261006053,1267.0
g13235,4.606053413025677,142.0
g13237,0.5185354247644154,1292.0
g13239,1.6402262304104531,749.0
g13241,2.5691498658868914,424.0
g13243,1.8598243693901226,645.0
g13245,1.7847611659221783,684.0
g13247,-1.245510494020656,2228.0
g13249,-3.3674061560593715,2834.0
g13251,0.9567098429090177,1050.0
g13253,3.5872337678473736,246.0
g13255,0.8621086481708626,1103.0
g13257,1.701833613598487,723.0
g13259,-0.5855806697876469,1910.0
g13261,3.085165760880071,316.0
g13263,1.7559198528317306,696.0
g13265,6.072443459789454,82.0
g13267,-2.9945235419278387,2750.0
g13269,1.395502386817041,856.0
g13271,1.6811076090834236,731.0
g13273,3.755215687895559,228.0
g13275,1.2884072952576433,900.0
g13277,0.5971253334686215,1244.0
g13279,2.066800972291385,564.0
g13281,3.9353028512765267,200.0
g13283,-0.09139775362341451,1629.0
g13285,0.8004469512552179,1139.0
g13287,2.0259676674462335,584.0
g13289,-1.199078140329711,2205.0
g13291,3.5210406091400985,253.0
g13293,2.6060995119307133,417.0
g13295,-0.8251159532420406,2027.0
g13297,-2.1976351089193553,2550.0
g13299,1.1420953400174159,968.0
g13301,3.265030568540574,292.0
g13303,0.6631355284875877,1213.0
g13305,-1.9493593172469335,2473.0
g13307,-1.0871490598933242,2141.0
g13309,-5.3665598485925985,3046.0
g13311,-1.4126855875393147,2287.0
g13313,-0.01516444269746664,1583.0
g13315,-1.2469732368409585,2230.0
g13317,3.488127952864595,261.0
g13319,0.9672690747167423,1048.0
g13321,0.5194267707123768,1291.0
g15001,0.6957871346784883,1197.0
g15003,-2.2150511497568113,2552.0
g15005,3.183580600994126,305.0
g15007,-0.7001830366988737,1968.0
g15009,-1.033136916712169,2110.0
g16001,-3.695648702295203,2888.0
g16003,1.1808400892614301,946.0
g16005,-1.7835136365324578,2422.0
g16007,0.01850674732233515,1571.0
g16009,0.53727620935763,1286.0
g16011,-0.8752933145537117,2054.0
g16013,-2.7784599757823525,2699.0
g16015,-4.159064666213893,2951.0
g16017,-1.3811198115017729,2275.0
g16019,-2.1933693815494544,2548.0
g16021,-1.4831116229179262,2315.0
g16023,1.4020840280916722,849.0
g16025,-3.7271386705089484,2892.0
g16027,0.1178691246019905,1515.0
g16029,-3.7889576872138835,2905.0
g16031,-1.4913710677565333,2319.0
g16033,2.016446543778569,586.0
g16035,-0.6071476759093715,1918.0
g16037,-2.7787636001704423,2700.0
g16039,-1.828139187413481,2436.0
g16041,-4.938466293032066,3017.0
g16043,-1.7094442809834274,2392.0
g16045,1.0221506360552661,1025.0
g16047,-0.7109139967139684,1974.0
g16049,1.687108949019394,728.0
g16051,-4.623083356297765,2992.0
g16053,-0.8454140439445146,2036.0
g16055,-1.7108138066104086,2394.0
g16057,-3.633739879561534,2873.0
g16059,0.87693762309383,1094.0
g16061,2.896591061128528,347.0
g16063,-1.1770075466343237,2187.0
g16065,-3.0007353800975545,2753.0
g16067,0.45264699740453707,1339.0
g16069,0.3534334956543703,1394.0
g16071,-3.0585630809274575,2768.0
g16073,0.2767913941678186,1430.0
g16075,0.6254676751699365,1228.0
g16077,-2.392840071795523,2598.0
g16079,1.5635421180276992,780.0
g16081,-5.101201622836939,3025.0
g16083,-0.26286551885416043,1730.0
g16085,-0.23907675853960786,1717.0
g16087,1.7110152919543102,715.0
g17001,0.8011791794890988,1138.0
g17003,4.332847412106156,158.0
g17005,-0.45035770691568533,1847.0
g17007,-3.306845628977846,2822.0
g17009,-7.682143523433295,3124.0
g17011,0.4804638339999874,1321.0
g17013,0.24314858810676265,1446.0
g17015,1.8098773748559565,668.0
g17017,0.951422286425218,1053.0
g17019,-2.302295194138454,2572.0
g17021,0.3347064227062495,1404.0
g17023,-0.5035056329250436,1869.0
g17025,-0.2969974918522769,1754.0
g17027,-2.6279343889855924,2664.0
g17029,0.91728712506036,1070.0
g17031,1.3074446613269173,894.0
g17033,-1.4199264960789515,2293.0
g17035,-1.0654561013151953,2131.0
g17037,-2.2760993229494626,2565.0
g17039,-1.1900201382664084,2195.0
g17041,-0.6393309740401456,1935.0
g17043,-5.114221420856063,3028.0
g17045,1.1683957198403747,950.0
g17047,-1.0413835543609933,2118.0
g17049,-1.7848696567234104,2425.0
g17051,-0.7790829811276014,2004.0
g17053,0.7111265659659436,1188.0
g17055,1.8954097353797057,631.0
g17057,0.20513938468838233,1463.0
g17059,1.8650878710848358,642.0
g17061,-0.4036916603935555,1819.0
g17063,-3.3834733779225825,2840.0
g17065,-0.6137054847164238,1926.0
g17067,0.8750099384604809,1095.0
g17069,1.7797116040207257,685.0
g17071,-0.028490738413557454,1588.0
g17073,-0.9147270998310453,2071.0
g17075,1.1804389785675764,948.0
g17077,-0.08894024613308771,1628.0
g17079,-1.5526523535002674,2340.0
g17081,-0.31085210328273943,1763.0
g17083,-1.255030461294765,2235.0
g17085,0.7558495978060229,1161.0
g17087,-3.14885803699295,2789.0
g17089,-2.3827843357786236,2593.0
g17091,0.38434325839836725,1375.0
g17093,-6.612243860100164,3106.0
g17095,1.9348841531304766,618.0
g17097,-4.81556492331528,3007.0
g17099,-0.1693054207024154,1682.0
g17101,-2.86228925080402,2723.0
g17103,-0.692616670784462,1961.0
g17105,-1.1074327339642742,2154.0
g17107,1.2113029791181062,926.0
g17109,-0.48800803091126976,1861.0
g17111,-5.326638122138149,3043.0
g17113,-2.989514827547902,2748.0
g17115,0.961445932282581,1049.0
g17117,0.04099223811316377,1558.0
g17119,-1.1457917725263354,2173.0
g17121,1.5124360261811105,806.0
g17123,0.5642486606215065,1268.0
g17125,0.7435495727644023,1168.0
g17127,2.2333570839676318,511.0
g17129,-0.7767749110071107,2003.0
g17131,-1.1182407308544728,2159.0
g17133,-4.0003570680228915,2932.0
g17135,1.0094945635934636,1030.0
g17137,1.0778524178080608,994.0
g17139,-0.3146690944563709,1766.0
g17141,-1.452424157052365,2306.0
g17143,-0.4016512698858201,1817.0
g17145,-1.5526117700334994,2339.0
g17147,-2.7276079258047465,2690.0
g17149,1.701330149469959,724.0
g17151,3.389194453985616,270.0
g17153,3.1495806305042318,311.0
g17155,-2.3137445452692553,2576.0
g17157,-2.1100956868816247,2525.0
g17159,-0.23963753682740419,1718.0
g17161,1.1417318314958986,969.0
g17163,0.309176296654893,1415.0
g17165,1.809006904362637,672.0
g17167,-0.7968306914214947,2009.0
g17169,-1.474116881282626,2313.0
g17171,-0.48147750564212144,1859.0
g17173,-0.6660655470837104,1945.0
g17175,-0.02930901372087269,1590.0
g17177,1.9720896163064667,601.0
g17179,-1.7872233274416138,2426.0
g17181,1.4615233013214086,820.0
g17183,1.5280409566560487,799.0
g17185,-0.007512474242261036,1580.0
g17187,2.7783930484899115,377.0
g17189,-1.9465100597069225,2472.0
g17191,-0.7336132956517214,1983.0
g17193,2.611148282475046,414.0
g17195,0.764111066663542,1158.0
g17197,-4.732887267924571,3002.0
g17199,0.9246404934712694,1065.0
g17201,0.6508552989608729,1221.0
g17203,-2.903514633367221,2733.0
g18001,-0.2712705513421873,1741.0
g18003,-1.1224515437148077,2161.0
g18005,-2.3739353234914624,2588.0
g18007,0.06708799839545254,1547.0
g18009,0.9744019681335597,1042.0
g18011,-5.680803233004731,3063.0
g18013,-0.3153527950332933,1767.0
g18015,-1.5691185280470088,2345.0
g18017,0.7392452869152918,1172.0
g18019,-0.7173266329889796,1977.0
g18021,-0.3046021565583896,1759.0
g18023,0.8107902919388027,1133.0
g18025,-0.8555082212249208,2044.0
g18027,-0.6715093927626685,1948.0
g18029,-2.9987883842717027,2752.0
g18031,-1.4197266636307884,2292.0
g18033,-2.5682456803456972,2644.0
g18035,1.8322718403928164,656.0
g18037,-2.653183852400844,2674.0
g18039,-0.8726869498710744,2051.0
g18041,2.5244336806892758,433.0
g18043,-1.0780522044881744,2138.0
g18045,-1.0678135296202982,2133.0
g18047,-3.1862417508952294,2797.0
g18049,-2.117678592205075,2528.0
g18051,-2.2631308209941086,2561.0
g18053,2.1258558492863777,541.0
g18055,-0.878655492460801,2056.0
g18057,-7.536267833525519,3119.0
g18059,-3.740156548344237,2895.0
g18061,-3.0071389876756704,2756.0
g18063,-5.338325141345104,3044.0
g18065,-0.2697673181144964,1740.0
g18067,0.9214814484724274,1068.0
g18069,-0.8428342075118859,2033.0
g18071,-1.4592878922753676,2310.0
g18073,-2.8177829144199706,2712.0
