,FEMA_1_r,FEMA_2_r,FEMA_3_r,FEMA_4_r,FEMA_5_r,FEMA_6_r,FEMA_7_r,FEMA_8_r,FEMA_9_r,FEMA_10_r,FEMA_1_p,FEMA_2_p,FEMA_3_p,FEMA_4_p,FEMA_5_p,FEMA_6_p,FEMA_7_p,FEMA_8_p,FEMA_9_p,FEMA_10_p
US,0.43359406177667814,0.4964107300281264,0.5598550948615254,0.5918541618759473,0.7051510974976594,0.6522576738393392,0.5573573275738554,0.37781045926690665,0.46024612092027817,0.5360276313915397,0.0002469788076283794,1.8171951563031835e-06,7.887471967612525e-25,9.19149460376551e-71,5.615170509943776e-80,2.8166166277742524e-62,5.337755545993687e-35,2.630311811089303e-11,5.016599291260923e-06,3.336059835719461e-10
