,B01002_001E,B03002_001E,B03002_004E,B03002_005E,B03002_006E,B03002_012E,B06001_002E,B09020_001E,B01003_001E,B25008_001E,B25002_002E,B25003_003E,B25002_001E,B09020_021E,B01001_026E,B11001_006E,B11001_001E,B25002_003E,B19025_001E,B23022_025E,B23022_049E,B23022_001E,B17021_002E,B17021_001E,B25024_010E,B25024_001E,C24010_038E,C24010_001E,B19055_002E,B19055_001E,B09002_002E,B09002_001E,B19001_017E,B06007_005E,B06007_008E,B06007_001E,B16010_002E,B16010_001E,C24050_002E,C24050_001E,C24050_029E,B08201_002E,B08201_001E,B25064_001E,B25077_001E,GEOID
1894,40.9,13995,362,3269,37,557,914.0,2354,13995,13686,5476,1201,8699,119,7003,712,5476,3223,278434200,1127,1740,8952,3083,13730,1977,8699,2497,5489,2070,5476,1910,2617,22,165.0,21.0,13081.0,1899,9647,78,5489,1453,385,5476,577,123900.0,37173
1895,34.5,905573,185926,2158,48487,87549,65261.0,77954,905573,884429,341303,116578,371663,2297,464323,38000,341303,30360,29473212900,45938,79756,617461,96703,883654,13368,371663,217301,459601,64105,341303,163387,218882,22285,34690.0,19757.0,840312.0,48440,583884,1944,459601,63290,15813,341303,890,230400.0,37183
1942,43.9,6093,57,0,0,82,292.0,1036,6093,6042,2451,620,2776,49,3088,174,2451,325,152725600,255,356,3893,519,5961,227,2776,1475,2952,901,2451,885,1146,12,11.0,0.0,5801.0,628,4366,27,2952,500,109,2451,668,142200.0,18115
1943,42.7,21583,100,44,97,200,1224.0,3229,21583,21225,8641,1850,10094,143,10702,861,8641,1453,438357000,1690,1997,14080,3131,21063,1905,10094,4442,9473,2980,8641,3239,4326,58,98.0,73.0,20359.0,2715,14886,233,9473,1515,365,8641,682,97300.0,18119
1944,41.1,17251,390,29,45,212,973.0,2717,17251,15675,6039,925,8077,82,9104,528,6039,2038,346967000,942,2503,11297,2331,15674,1360,8077,2987,6916,2358,6039,2582,3145,97,48.0,407.0,16278.0,2186,12119,479,6916,1129,318,6039,575,93300.0,18121
1945,41.2,26101,83,16,7,780,1395.0,4468,26101,25764,10324,2626,11743,181,13318,1051,10324,1419,548664800,1494,2337,16051,4203,25730,945,11743,5277,11389,3764,10324,3810,5765,109,352.0,71.0,24706.0,2517,17799,705,11389,1720,511,10324,606,77200.0,18135
1946,40.0,33234,158,60,49,510,2167.0,4678,33234,32773,13086,2180,14267,199,16581,1241,13086,1181,782964100,1421,2385,21321,2692,32637,1085,14267,7473,16054,3690,13086,5717,7535,187,35.0,100.0,31067.0,2109,22478,343,16054,2301,403,13086,616,127100.0,18183
1947,39.8,8816,40,0,0,425,603.0,1406,8816,8688,3462,864,3933,63,4461,360,3462,471,197008100,451,537,5384,991,8628,133,3933,1945,4060,1159,3462,1665,2037,31,148.0,0.0,8213.0,634,5932,268,4060,784,170,3462,659,85300.0,18007
1948,47.3,15181,24,131,32,186,722.0,2693,15181,15032,6094,1057,8278,89,7583,527,6094,2184,377665000,858,1113,9692,1990,15013,550,8278,3454,7191,2146,6094,1806,2646,146,60.0,34.0,14459.0,1296,11104,80,7191,1529,88,6094,873,158300.0,18013
1949,37.8,33179,186,65,17,4426,2487.0,4767,33179,32507,11689,3278,13333,411,16858,1391,11689,1644,675185900,1813,2463,20478,4569,32378,488,13333,7247,15054,3673,11689,5397,7765,139,2057.0,60.0,30692.0,3397,21443,497,15054,2183,616,11689,690,97000.0,18023
1950,39.5,26699,12952,174,301,797,1668.0,3857,26699,24400,9619,3060,11515,195,12781,1878,9619,1896,433758700,4224,2625,17534,5381,24293,3071,11515,4853,9830,3361,9619,2274,5031,172,415.0,73.0,25031.0,4294,18399,269,9830,1858,876,9619,638,80600.0,37007
1951,41.8,44926,1631,132,417,2374,2722.0,7471,44926,43834,17230,4768,20767,366,22441,1888,17230,3537,809587100,4031,4564,28798,8347,43879,6126,20767,8409,18107,7013,17230,5780,8644,222,592.0,63.0,42204.0,6177,31845,342,18107,3201,1148,17230,550,100900.0,37111
1952,39.8,60470,15534,275,287,4673,3875.0,7800,60470,58858,23319,5326,26445,317,30388,2521,23319,3126,1294374600,4631,5937,39789,9047,58772,7270,26445,12294,26478,7512,23319,9531,12408,357,2092.0,71.0,56595.0,8109,40856,534,26478,4214,1301,23319,689,124800.0,37069
1953,44.4,10144,3216,40,12,400,572.0,1849,10144,10014,4098,1240,4843,75,5089,583,4098,745,187962000,721,1164,6380,1697,9992,1439,4843,1997,4159,1486,4098,941,1602,28,226.0,4.0,9572.0,1293,7186,509,4159,817,371,4098,647,96200.0,37103
1954,48.4,33815,308,90,241,2132,1664.0,8082,33815,33287,15843,4085,25122,227,17388,1492,15843,9279,826562100,2331,3278,20233,6516,33315,4648,25122,6497,13674,7138,15843,3511,5521,304,931.0,113.0,32151.0,3709,25206,301,13674,2857,841,15843,733,166800.0,37113
1955,47.6,107925,11886,270,474,5412,5715.0,23457,107925,107159,47181,10520,77514,423,55360,5027,47181,30333,2919377200,7165,11542,66563,16244,107142,19362,77514,20335,43280,19878,47181,12165,17466,1087,2315.0,332.0,102210.0,11508,81286,486,43280,8929,2409,47181,828,187000.0,37019
1956,49.4,32825,1166,144,158,923,1412.0,8634,32825,31669,13893,3129,19092,285,17068,1042,13893,5199,754744300,2083,3078,19267,4543,31892,2842,19092,6489,13605,6757,13893,3484,5068,289,347.0,60.0,31413.0,2842,24351,340,13605,3168,734,13893,682,167400.0,37175
1957,44.0,47542,12341,45,88,3190,2763.0,8837,47542,47025,19679,5798,24728,321,24752,2577,19679,5049,1031113900,3525,5168,29452,9704,47069,6682,24728,8980,19242,7899,19679,5435,8727,206,1325.0,55.0,44779.0,6542,33691,1247,19242,3436,1893,19679,635,113200.0,37013
1958,40.4,57612,17499,1707,73,2579,3384.0,8917,57612,54974,21542,6135,25966,235,29085,3461,21542,4424,1031411300,6135,6703,36822,13518,55122,7691,25966,10665,20677,8392,21542,6476,11324,273,1218.0,160.0,54228.0,8583,39211,562,20677,4626,1840,21542,572,85100.0,37047
1959,40.8,78052,4263,204,427,5343,4523.0,10558,78052,77277,29801,7128,33510,366,39525,3307,29801,3709,1951917800,5315,8027,51279,11538,77190,6985,33510,16604,35535,9482,29801,11968,16460,1145,2428.0,302.0,73529.0,9235,54102,494,35535,4772,1380,29801,665,156100.0,37109
1960,39.7,27741,5204,135,446,3950,1722.0,4409,27741,26674,10066,2665,15847,138,14344,1462,10066,5781,497771200,2525,3744,17452,7032,26704,6093,15847,4800,10387,3872,10066,3949,5673,171,1860.0,232.0,26019.0,5328,18777,380,10387,2034,741,10066,551,86700.0,37123
1961,33.3,133958,15593,357,9086,10714,6886.0,13198,133958,123750,51163,20459,55605,458,69940,5188,51163,4442,4491136200,7580,12108,96420,21591,123856,4375,55605,33563,67098,10491,51163,19592,26121,4850,4462.0,3508.0,127072.0,7727,81334,539,67098,10837,3656,51163,854,272900.0,37135
1962,38.9,46608,14228,1263,265,2748,2975.0,6729,46608,45376,17850,5791,20807,182,23797,3003,17850,2957,750647900,5754,5690,29782,11259,45326,4923,20807,8218,16136,6900,17850,5288,9343,149,1381.0,261.0,43633.0,6716,30735,372,16136,3267,1787,17850,568,74400.0,37153
1963,38.2,63408,16761,1010,258,10499,4345.0,9091,63408,62476,23467,7382,27170,325,32216,3793,23467,3703,1189463200,4676,6337,39969,13341,62594,9707,27170,12774,27196,8349,23467,8060,13342,267,4959.0,125.0,59063.0,10549,42121,3184,27196,4447,1772,23467,558,91800.0,37163
1964,41.1,73551,2646,338,246,7115,4375.0,12272,73551,72543,29916,8110,33595,519,37603,3504,29916,3679,1467412100,5642,7383,46143,13239,72519,8397,33595,15150,31364,11121,29916,10726,15057,391,3295.0,130.0,69176.0,12437,50973,698,31364,5622,1884,29916,549,107100.0,37171
1965,42.2,17815,687,135,133,788,768.0,3160,17815,15379,7201,1973,13860,148,8082,665,7201,6659,421222500,2342,1585,11974,2759,15506,1730,13860,3328,7192,2772,7201,2024,2606,230,386.0,28.0,17047.0,2257,12981,274,7192,1637,473,7201,728,155400.0,37011
1966,40.7,239000,14767,813,2459,14191,13283.0,38424,239000,232048,101381,35159,113409,1920,124136,10933,101381,12028,6140914900,15275,20059,157703,39049,232919,18607,113409,56984,114078,33224,101381,29910,44382,2894,5720.0,2113.0,225717.0,20137,169640,1158,114078,22469,7305,101381,784,191500.0,37021
1967,36.7,178396,27037,358,3553,16743,12845.0,20098,178396,176758,64484,16963,71848,613,91378,6848,64484,7364,4538135200,10412,16465,115378,21327,176454,6073,71848,39354,81827,16463,64484,33312,43386,2333,7657.0,992.0,165551.0,16008,116203,571,81827,12441,2960,64484,784,168600.0,37025
1968,38.9,15941,10017,0,60,128,920.0,2590,15941,14727,5760,1506,7678,107,8413,1168,5760,1918,280609500,2153,1962,10352,4010,14973,1849,7678,3288,5901,2321,5760,1553,2928,81,48.0,25.0,15021.0,2330,10227,253,5901,1131,629,5760,538,74300.0,45009
1969,41.2,162316,30851,286,1728,19056,10665.0,33668,162316,155136,64042,17999,92373,408,82168,6252,64042,28331,5129601800,7351,14063,98214,18023,154882,9814,92373,31790,65416,25513,64042,21895,30138,4090,8816.0,1204.0,151651.0,10231,111678,773,65416,14748,3234,64042,1020,279400.0,45013
1970,43.9,15134,6426,18,3,452,894.0,2513,15134,14993,6096,1151,7342,86,7839,942,6096,1246,333356700,1201,1563,9684,2729,15016,2509,7342,3215,6430,2187,6096,1764,2818,91,109.0,35.0,14240.0,1655,10618,148,6430,942,451,6096,631,98400.0,45017
1971,37.5,31733,14871,568,5,821,2350.0,4213,31733,31320,11774,4363,13687,180,16945,2696,11774,1913,449556200,3416,4539,20181,10184,31071,4989,13687,5523,11022,4551,11774,3183,6398,64,370.0,95.0,29383.0,6129,20377,414,11022,2285,1454,11774,551,63300.0,45033
1972,40.4,19758,5211,0,6,2814,1376.0,3224,19758,19487,6854,1789,9255,118,9617,933,6854,2401,357831900,1725,1892,12492,3545,19542,2976,9255,3795,8013,2544,6854,2883,4080,113,1412.0,6.0,18382.0,2993,13407,562,8013,1150,551,6854,594,100700.0,45081
1973,32.8,384596,174644,497,8727,18412,24405.0,38217,384596,355037,143212,56372,161660,1703,197555,24828,143212,18448,9537122800,26667,32261,269148,58340,355366,8649,161660,90400,175311,34107,143212,44876,76674,4944,6183.0,4352.0,360191.0,24938,239060,825,175311,32903,10066,143212,832,150800.0,45079
1974,42.5,23804,14372,0,21,82,1384.0,3621,23804,23393,9475,2575,11640,234,12318,1801,9475,2165,447927600,2534,2854,15554,5443,23422,2702,11640,4846,9577,3329,9475,2045,4562,104,28.0,29.0,22420.0,3278,16469,157,9577,1913,1157,9475,582,92500.0,45039
1975,38.9,20987,11278,23,42,748,1349.0,2889,20987,19575,7288,1792,9108,128,10251,1483,7288,1820,360282700,2430,2276,13783,4829,19551,3042,9108,3870,7605,2580,7288,2308,4246,102,360.0,36.0,19638.0,3408,14064,325,7605,1667,726,7288,625,77600.0,45049
1976,37.2,452931,80959,876,9031,36453,31135.0,58346,452931,441427,174224,56635,195348,1605,233117,22937,174224,21124,11705139500,29338,46173,297584,66910,441014,18600,195348,97862,207779,49721,174224,68469,98718,6097,17529.0,5376.0,421796.0,44094,300755,837,207779,34141,11579,174224,730,152100.0,45045
1977,40.1,76364,18194,310,472,3378,5018.0,12053,76364,75055,28949,7324,32381,356,38528,4529,28949,3432,1518624700,7019,8991,48535,15581,74958,5350,32381,13955,30315,10238,28949,9169,15488,460,1052.0,290.0,71346.0,9639,52607,493,30315,4395,1912,28949,634,136600.0,45057
1978,35.6,136836,34237,860,1867,6021,9673.0,13973,136836,134817,49393,13675,54912,345,70428,7339,49393,5519,3287558300,9490,13151,90365,15314,134707,7631,54912,30068,61424,12837,49393,22377,32504,1130,2121.0,1037.0,127163.0,9817,88336,302,61424,10040,2520,49393,948,169800.0,45035
1979,37.5,136714,56012,167,1498,3036,9198.0,18104,136714,133447,51671,17349,58489,954,72687,10539,51671,6818,2970233300,11307,14361,88632,26565,133359,12489,58489,29920,58582,16492,51671,15042,27973,1068,1097.0,720.0,127516.0,15758,89817,569,58582,10994,4490,51671,644,112300.0,45041
1980,40.1,66623,16649,36,166,2707,4292.0,10043,66623,64192,25014,7147,30740,598,34429,4372,25014,5726,1236275500,5493,7221,43001,12889,64388,10328,30740,13218,27405,9753,25014,7041,12547,258,1078.0,182.0,62331.0,10206,44545,277,27405,4760,1894,25014,631,84200.0,45059
1981,49.9,10140,4938,0,19,88,342.0,2505,10140,8797,4016,854,5420,65,4667,586,4016,1404,215505400,1862,952,6359,1244,8798,1456,5420,1682,3326,2001,4016,564,1008,64,52.0,4.0,9798.0,1767,8021,43,3326,761,359,4016,511,113700.0,45065
1982,34.8,119167,7586,416,1887,3735,6427.0,16055,119167,110841,44227,13180,51239,424,59755,4273,44227,7012,2409163300,8487,11435,81471,20369,110778,9526,51239,23589,50895,14206,44227,16250,21555,851,1236.0,936.0,112740.0,12944,72940,244,50895,8969,2087,44227,692,124000.0,45077
1983,42.4,28804,8886,33,39,286,1702.0,4808,28804,28360,11831,3247,14102,176,15071,2237,11831,2271,516721400,2838,3162,18294,6096,28404,3341,14102,5624,10856,4978,11831,2795,5333,68,114.0,61.0,27102.0,4629,19946,73,10856,1827,1090,11831,596,74800.0,45087
1984,40.6,34361,22617,24,39,691,2037.0,5159,34361,32460,11341,2995,15371,142,17564,2403,11341,4030,441880000,4874,4694,22155,9698,32414,5777,15371,5928,11188,5084,11341,3006,6065,71,405.0,29.0,32324.0,5353,23346,294,11188,2111,1610,11341,558,66500.0,45089
1985,41.7,2726,6,30,17,114,206.0,501,2726,2610,1058,216,1248,45,1379,39,1058,190,58016500,79,108,1551,218,2615,93,1248,612,1356,351,1058,570,662,14,81.0,0.0,2520.0,245,1843,327,1356,299,13,1058,578,70200.0,46003
1986,45.0,7324,52,41,7,168,414.0,1383,7324,7062,3160,749,3522,130,3561,215,3160,362,178284100,300,252,4515,991,7181,260,3522,1846,3986,1000,3160,1191,1563,40,143.0,203.0,6910.0,757,5155,599,3986,624,135,3160,524,104300.0,46051
1987,44.0,5608,44,667,19,13,345.0,1138,5608,5479,2528,712,3070,72,2815,310,2528,542,128675600,118,190,3316,1049,5478,455,3070,1422,2970,954,2528,813,1187,36,0.0,7.0,5263.0,512,4033,720,2970,379,180,2528,529,65600.0,46123
1988,23.5,13683,18,12822,2,347,1596.0,796,13683,13285,2829,1363,3580,27,7141,1232,2829,751,106180200,2107,2217,8316,6651,13449,1101,3580,1980,3454,709,2829,1104,2799,35,0.0,99.0,12087.0,1340,6456,151,3454,829,497,2829,399,19400.0,46113
1989,26.3,2796,14,1957,11,86,324.0,209,2796,2796,815,375,986,0,1454,228,815,171,33661800,253,295,1636,1122,2733,257,986,462,901,183,815,379,710,0,0.0,75.0,2472.0,238,1459,177,901,124,82,815,469,69600.0,46137
1990,44.2,6483,0,85,0,78,382.0,1290,6483,6123,2631,657,3149,102,3199,130,2631,518,170209900,317,315,3814,871,6264,209,3149,1432,3074,993,2631,1239,1474,93,58.0,88.0,6101.0,568,4457,596,3074,565,160,2631,466,61900.0,46115
1991,41.5,5236,0,469,0,82,354.0,937,5236,4680,2096,642,2416,31,2678,242,2096,320,114333000,167,263,3166,656,5027,266,2416,1276,2630,769,2096,905,1139,38,7.0,63.0,4882.0,424,3644,336,2630,483,102,2096,475,89400.0,46015
1992,26.1,31973,247,215,746,639,1866.0,3222,31973,28211,11660,4798,13104,168,15571,886,11660,1444,694148100,767,1515,23277,5127,28490,1469,13104,8156,17929,2596,11660,4101,5765,227,286.0,313.0,30107.0,1171,16600,1246,17929,2911,497,11660,632,144900.0,46011
1993,48.4,4251,0,308,10,40,249.0,1021,4251,4193,1955,487,2502,52,2078,111,1955,547,95386600,151,211,2361,714,4197,210,2502,921,2008,824,1955,714,894,30,8.0,13.0,4002.0,426,3100,407,2008,387,100,1955,447,56300.0,46053
1994,37.4,5875,15,9,0,144,539.0,1013,5875,5646,2049,432,2769,122,2888,87,2049,720,137525000,103,347,3308,540,5715,134,2769,1143,2727,691,2049,1473,1681,78,70.0,31.0,5336.0,443,3671,478,2727,398,81,2049,488,105300.0,46057
1995,34.7,170342,6423,4184,2757,7096,12870.0,18988,170342,165144,66900,23711,71715,1011,85294,8016,66900,4815,4421683500,6093,8271,113557,17690,165876,3129,71715,46125,94514,15345,66900,26941,39358,1797,2824.0,4636.0,157472.0,10146,110787,1457,94514,15660,3778,66900,687,148600.0,46099
1996,50.5,8219,26,320,2,187,351.0,1785,8219,7816,3602,826,4623,88,4091,205,3602,1021,205663500,490,619,5060,828,7846,823,4623,1802,3762,1413,3602,1051,1347,20,4.0,27.0,7868.0,403,6206,709,3762,778,64,3602,571,167700.0,46033
1997,45.4,3653,29,6,20,66,246.0,789,3653,3404,1368,283,1726,127,1824,62,1368,358,92728500,119,171,2123,543,3585,94,1726,820,1755,522,1368,653,790,45,22.0,43.0,3407.0,286,2570,365,1755,298,37,1368,469,62800.0,46025
1998,45.6,2374,0,8,0,58,137.0,546,2374,2188,941,200,1177,66,1199,28,941,236,52596200,89,138,1354,315,2322,131,1177,515,1166,356,941,469,490,36,5.0,0.0,2237.0,186,1638,351,1166,220,22,941,423,59000.0,46049
1999,46.8,5159,14,17,27,83,293.0,1111,5159,4982,2319,550,2718,133,2555,104,2319,399,138511600,147,237,3074,478,5035,181,2718,1156,2607,798,2319,832,1029,31,46.0,19.0,4866.0,385,3791,337,2607,387,70,2319,480,77400.0,46077
2000,46.8,5443,0,834,19,13,279.0,1290,5443,5268,2278,650,3020,135,2738,200,2278,742,135553500,209,274,3095,589,5266,443,3020,1151,2520,942,2278,859,1108,65,8.0,32.0,5164.0,519,3908,236,2520,582,80,2278,478,72800.0,46129
2001,25.5,13966,123,569,245,286,680.0,1422,13966,11466,5142,2272,5649,131,7076,271,5142,507,271101400,475,807,10412,2901,11487,646,5649,3655,7289,1315,5142,1990,2358,57,86.0,80.0,13286.0,326,7145,328,7289,1396,201,5142,635,131900.0,46027
2002,47.7,5673,0,544,18,57,311.0,1343,5673,5503,2462,706,3643,124,2794,238,2462,1181,115654400,210,330,3260,1206,5508,221,3643,1215,2633,940,2462,724,1145,24,11.0,52.0,5362.0,529,4091,403,2633,436,95,2462,455,71200.0,46037
2003,48.1,2992,0,62,0,25,179.0,723,2992,2889,1247,273,1450,92,1506,78,1247,203,80426200,93,136,1686,312,2892,77,1450,692,1495,420,1247,569,635,59,3.0,59.0,2813.0,448,2124,370,1495,260,44,1247,516,69000.0,46043
2004,40.6,17064,94,1508,30,348,1170.0,2331,17064,16194,7048,2103,7630,265,8704,490,7048,582,503523800,514,735,11149,1659,16163,1005,7630,4630,9494,1724,7048,2715,3711,209,17.0,113.0,15894.0,833,11832,244,9494,1337,461,7048,528,151700.0,46065
2005,50.1,2485,1,20,1,48,112.0,712,2485,2295,1059,238,1442,85,1187,56,1059,383,52871500,123,147,1336,435,2417,97,1442,467,1113,453,1059,404,459,13,0.0,89.0,2373.0,452,1846,265,1113,229,79,1059,332,55300.0,46089
2006,43.9,4111,25,0,5,16,254.0,817,4111,4030,1806,468,2290,48,2087,165,1806,484,85265200,269,294,2394,924,4049,256,2290,872,1833,695,1806,732,910,42,0.0,9.0,3857.0,387,2802,301,1833,306,109,1806,455,54000.0,29103
2007,42.9,12181,96,9,39,174,766.0,2247,12181,11836,5072,1265,6135,233,6114,598,5072,1063,252122900,746,911,7424,2019,11709,944,6135,2520,5345,2017,5072,1775,2454,43,17.0,30.0,11415.0,1737,8502,337,5345,1003,244,5072,577,106600.0,29139
2008,41.4,29902,426,128,12,366,1707.0,5389,29902,29185,12115,3579,13592,276,15376,1195,12115,1477,657544600,2014,3254,18631,4580,29292,1613,13592,5633,12397,5280,12115,3917,5423,181,108.0,27.0,28195.0,4551,20661,827,12397,2233,773,12115,525,83500.0,29207
2009,38.6,25617,1632,46,42,659,1669.0,4066,25617,23614,9275,2436,10846,279,13923,831,9275,1571,471611700,1735,3004,16086,3873,23748,901,10846,5086,10555,3396,9275,4136,5646,97,276.0,298.0,23948.0,2741,17325,490,10555,2098,774,9275,631,85300.0,29007
2010,35.6,275671,7688,1082,4307,8302,17054.0,38838,275671,263334,114944,46118,125468,1922,141450,12415,114944,10524,6394537700,16692,22526,185065,46971,262762,4300,125468,64936,133307,33858,114944,35720,52833,2348,1596.0,2516.0,258617.0,18705,178880,798,133307,25512,7465,114944,666,128700.0,29077
2011,48.6,9693,64,19,10,167,463.0,2284,9693,9500,4365,931,5632,95,4841,456,4365,1267,177666700,858,896,5789,1940,9489,1295,5632,1880,3925,2078,4365,1174,1709,6,88.0,24.0,9230.0,1268,7187,308,3925,607,306,4365,465,80000.0,29185
2012,41.4,4397,41,15,6,3,284.0,864,4397,4347,1756,507,2109,50,2270,158,1756,353,74441900,261,498,2591,1092,4329,251,2109,833,1786,776,1756,799,1053,17,10.0,33.0,4113.0,488,2919,143,1786,256,165,1756,446,65100.0,29197
2013,48.7,43731,174,148,247,1007,2239.0,9498,43731,43163,17620,3502,40886,150,22069,1783,17620,23266,981131000,2986,3458,26817,5992,43251,3243,40886,9489,19288,7689,17620,4881,7318,359,565.0,135.0,41492.0,3255,32421,263,19288,3686,641,17620,622,181500.0,29029
2014,37.7,218628,1476,358,1177,3443,14779.0,24760,218628,216750,81159,13818,87706,920,109965,8984,81159,6547,5330560300,11493,17913,145203,22785,216497,10759,87706,50241,106632,22948,81159,37117,49632,1210,599.0,1512.0,203849.0,18742,145576,414,106632,18449,3238,81159,721,154200.0,29099
2015,39.7,18780,2944,32,35,224,1228.0,3049,18780,18455,7517,2791,8572,238,9811,1302,7517,1055,372991100,1698,2021,11704,4026,18364,886,8572,3965,7818,3131,7517,2085,3743,66,67.0,20.0,17552.0,3026,12707,685,7818,1510,806,7517,484,71300.0,29143
2016,44.2,10198,39,53,8,103,579.0,1736,10198,10109,4121,740,5144,43,5108,245,4121,1023,236440400,683,786,6423,1037,9998,737,5144,2351,4940,1452,4121,1614,2075,54,25.0,1.0,9619.0,881,7218,308,4940,779,225,4121,606,111200.0,29173
2017,41.7,11706,28,164,50,268,729.0,2034,11706,11271,5075,1672,5558,131,5913,457,5075,483,269808700,635,642,7401,1723,11322,749,5558,2884,5921,1720,5075,1837,2401,81,60.0,41.0,10977.0,719,8073,528,5921,1368,336,5075,492,104200.0,30017
2018,47.4,1639,0,14,0,29,63.0,363,1639,1602,694,182,1014,23,789,54,694,320,41706100,64,115,1008,156,1601,216,1014,356,876,250,694,242,333,19,0.0,0.0,1576.0,89,1204,361,876,137,8,694,494,103900.0,30075
2019,30.9,10477,5,5589,17,147,964.0,1184,10477,10285,3303,1275,4074,85,5343,464,3303,771,167480900,1151,1364,6349,2257,10299,524,4074,1813,3840,917,3303,1685,2502,50,34.0,13.0,9513.0,889,6112,592,3840,916,199,3303,386,64800.0,30085
2020,47.6,2326,8,33,0,0,109.0,537,2326,2129,847,319,1145,33,1255,19,847,298,42688700,181,317,1375,593,2276,138,1145,396,869,368,847,355,452,21,0.0,111.0,2217.0,443,1664,364,869,129,202,847,461,83000.0,30051
2021,40.5,9961,43,175,0,323,660.0,1438,9961,9864,4186,1351,4629,53,4776,316,4186,443,298968800,181,576,6470,1567,9894,559,4629,2179,5367,1227,4186,1708,2201,155,67.0,39.0,9301.0,772,6859,1379,5367,660,166,4186,611,136000.0,30083
2022,42.8,5210,17,251,1,146,228.0,747,5210,4395,2041,704,2335,67,2316,223,2041,294,115373300,517,359,3662,728,4429,260,2335,1095,2374,528,2041,684,926,39,4.0,26.0,4982.0,394,3807,418,2374,494,128,2041,498,105300.0,30101
2023,51.7,1734,0,96,9,4,80.0,469,1734,1698,853,191,1089,23,853,49,853,236,48837500,62,58,1035,195,1701,53,1089,420,933,315,853,208,274,14,2.0,1.0,1654.0,60,1376,208,933,175,30,853,392,93900.0,30019
